material_id,name,phase,category,subcategory,description,specifications,unit,usage_type,usage_ratio,quality_grade,brand,notes,functional_tag,synonyms,room_type,finishing_tier_min
M0543,Drywall Screw 1 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 1 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0544,Drywall Screw 1.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 1.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0545,Drywall Screw 2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0546,Drywall Screw 2.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 2.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0547,Drywall Screw 3 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",drywall screw; 3 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0548,Chipboard Screw 1/2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 1/2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0549,Chipboard Screw 1 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 1 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0550,Chipboard Screw 1.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 1.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0551,Chipboard Screw 2 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 2 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0552,Chipboard Screw 2.5 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 2.5 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0553,Chipboard Screw 3 in,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,"Screws for fixtures, hardware, woodwork, and general installation.",chipboard screw; 3 in,pcs,per_sqft,0.08,standard,,,consumable,screw; fastener,general,economy
M0554,Wall plug (rawl plug) 6mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Plastic wall plug used with screws for masonry fixing.,6mm,pcs,per_sqft,0.12,standard,,,consumable,rawl plug; wall plug,general,economy
M0555,Wall plug (rawl plug) 8mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Plastic wall plug used with screws for masonry fixing.,8mm,pcs,per_sqft,0.12,standard,,,consumable,rawl plug; wall plug,general,economy
M0556,Wall plug (rawl plug) 10mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Plastic wall plug used with screws for masonry fixing.,10mm,pcs,per_sqft,0.12,standard,,,consumable,rawl plug; wall plug,general,economy
M0557,Wall plug (rawl plug) 12mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fasteners,Plastic wall plug used with screws for masonry fixing.,12mm,pcs,per_sqft,0.12,standard,,,consumable,rawl plug; wall plug,general,economy
M0558,Cable ties (zip ties) 100mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fixings,Cable ties for bundling and temporary fixing.,100mm,pack,per_marla,0.15,standard,,,consumable,zip tie; cable tie,general,economy
M0559,Cable ties (zip ties) 150mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fixings,Cable ties for bundling and temporary fixing.,150mm,pack,per_marla,0.15,standard,,,consumable,zip tie; cable tie,general,economy
M0560,Cable ties (zip ties) 200mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fixings,Cable ties for bundling and temporary fixing.,200mm,pack,per_marla,0.15,standard,,,consumable,zip tie; cable tie,general,economy
M0561,Cable ties (zip ties) 250mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fixings,Cable ties for bundling and temporary fixing.,250mm,pack,per_marla,0.15,standard,,,consumable,zip tie; cable tie,general,economy
M0562,Cable ties (zip ties) 300mm,Miscellaneous / Consumables (VERY IMPORTANT),Consumable,Fixings,Cable ties for bundling and temporary fixing.,300mm,pack,per_marla,0.15,standard,,,consumable,zip tie; cable tie,general,economy
M0563,Tile spacer 1mm,Flooring & Tiling,Consumable,Accessories,Spacer for consistent tile joint width.,1mm,pcs,per_sqft,0.6,standard,,,finishing,tile spacer,general,economy
M0564,Tile spacer 2mm,Flooring & Tiling,Consumable,Accessories,Spacer for consistent tile joint width.,2mm,pcs,per_sqft,0.6,standard,,,finishing,tile spacer,general,economy
M0565,Tile spacer 3mm,Flooring & Tiling,Consumable,Accessories,Spacer for consistent tile joint width.,3mm,pcs,per_sqft,0.6,standard,,,finishing,tile spacer,general,economy
M0566,Tile spacer 4mm,Flooring & Tiling,Consumable,Accessories,Spacer for consistent tile joint width.,4mm,pcs,per_sqft,0.6,standard,,,finishing,tile spacer,general,economy
M0567,Tile spacer 5mm,Flooring & Tiling,Consumable,Accessories,Spacer for consistent tile joint width.,5mm,pcs,per_sqft,0.6,standard,,,finishing,tile spacer,general,economy
M0568,Tile grout (cement grout),Flooring & Tiling,Tiling,Grout,Grout for tile joints; epoxy used for premium wet areas.,White/colored,kg,per_sqft,0.03,standard,,,finishing,grout,general,economy
M0569,Tile grout (epoxy grout),Flooring & Tiling,Tiling,Grout,Grout for tile joints; epoxy used for premium wet areas.,White/colored,kg,per_sqft,0.03,premium,,,finishing,grout,general,premium
M0570,Tile adhesive (standard),Flooring & Tiling,Tiling,Adhesive,Cementitious tile adhesive for floor/wall tiles.,20kg bag,bag,per_sqft,0.0006,standard,,,finishing,tile adhesive,general,economy
M0571,Tile adhesive (flex),Flooring & Tiling,Tiling,Adhesive,Cementitious tile adhesive for floor/wall tiles.,20kg bag,bag,per_sqft,0.00075,premium,,,finishing,tile adhesive,general,premium
M0572,Tile adhesive (rapid set),Flooring & Tiling,Tiling,Adhesive,Cementitious tile adhesive for floor/wall tiles.,20kg bag,bag,per_sqft,0.0008,premium,,,finishing,tile adhesive,general,premium
M0573,Tile trim L-trim (aluminum/PVC),Flooring & Tiling,Tiling,Profiles,Trims for tile edges and corners.,8–10 ft,rft,per_sqft,0.06,standard,,,finishing,tile trim; profile,general,economy
M0574,Tile trim T-trim (aluminum/PVC),Flooring & Tiling,Tiling,Profiles,Trims for tile edges and corners.,8–10 ft,rft,per_sqft,0.06,standard,,,finishing,tile trim; profile,general,economy
M0575,Tile trim U-trim (aluminum/PVC),Flooring & Tiling,Tiling,Profiles,Trims for tile edges and corners.,8–10 ft,rft,per_sqft,0.06,standard,,,finishing,tile trim; profile,general,economy
M0576,Tile trim corner trim (aluminum/PVC),Flooring & Tiling,Tiling,Profiles,Trims for tile edges and corners.,8–10 ft,rft,per_sqft,0.06,standard,,,finishing,tile trim; profile,general,economy
M0577,Torch-on membrane 3mm,Roofing & Waterproofing,Waterproofing,System,Roof/wet-area waterproofing system component.,Torch-on membrane 3mm,ft2,per_sqft,0.45,standard,,,waterproofing,waterproof; membrane,general,economy
M0578,Torch-on membrane 4mm,Roofing & Waterproofing,Waterproofing,System,Roof/wet-area waterproofing system component.,Torch-on membrane 4mm,ft2,per_sqft,0.45,standard,,,waterproofing,waterproof; membrane,general,economy
M0579,Liquid membrane acrylic,Roofing & Waterproofing,Waterproofing,System,Roof/wet-area waterproofing system component.,Liquid membrane acrylic,kg,per_sqft,0.00018,standard,,,waterproofing,waterproof; membrane,general,economy
M0580,Cementitious waterproof coating,Roofing & Waterproofing,Waterproofing,System,Roof/wet-area waterproofing system component.,Cementitious waterproof coating,kg,per_sqft,0.00022,standard,,,waterproofing,waterproof; membrane,general,economy
M0581,XPS insulation board (roof) 1 inch,Roofing & Waterproofing,Waterproofing,Insulation,Thermal insulation board for roofs.,XPS 25–35kg/m3; 1 in,ft2,per_sqft,0.28,standard,,,waterproofing,xps; insulation,general,economy
M0582,Geotextile protection layer,Roofing & Waterproofing,Waterproofing,Protection,Protection layer for membranes in some systems.,Non-woven 150–200gsm,ft2,per_sqft,0.3,standard,,,waterproofing,geotextile,general,economy
M0583,Interior primer (water-based),Paint & Finishing,Paint,Primer,Primer coat for improved adhesion and uniform finish.,Interior primer (water-based),litre,per_sqft,0.00022,standard,,,finishing,primer,general,economy
M0584,Exterior primer (alkali-resistant),Paint & Finishing,Paint,Primer,Primer coat for improved adhesion and uniform finish.,Exterior primer (alkali-resistant),litre,per_sqft,0.00022,standard,,,finishing,primer,general,economy
M0585,Metal red oxide primer,Paint & Finishing,Paint,Primer,Primer coat for improved adhesion and uniform finish.,Metal red oxide primer,litre,per_sqft,4e-05,standard,,,finishing,primer,general,economy
M0586,Wood primer,Paint & Finishing,Paint,Primer,Primer coat for improved adhesion and uniform finish.,Wood primer,litre,per_sqft,4e-05,standard,,,finishing,primer,general,economy
M0587,Paint thinner (enamel),Paint & Finishing,Paint,Solvent,Thinner for enamel paint and cleaning tools.,Solvent-based,litre,per_marla,0.25,standard,,,finishing,thinner; solvent,general,economy
M0588,4 in mini roller,Paint & Finishing,Consumable,Tools,Painting tool accessory.,4 in mini roller,pcs,per_marla,0.3,standard,,,consumable,roller; paint tool,general,economy
M0589,7 in roller,Paint & Finishing,Consumable,Tools,Painting tool accessory.,7 in roller,pcs,per_marla,0.3,standard,,,consumable,roller; paint tool,general,economy
M0590,9 in roller,Paint & Finishing,Consumable,Tools,Painting tool accessory.,9 in roller,pcs,per_marla,0.3,standard,,,consumable,roller; paint tool,general,economy
M0591,roller handle,Paint & Finishing,Consumable,Tools,Painting tool accessory.,roller handle,pcs,per_marla,0.3,standard,,,consumable,roller; paint tool,general,economy
M0592,roller tray,Paint & Finishing,Consumable,Tools,Painting tool accessory.,roller tray,pcs,per_marla,0.3,standard,,,consumable,roller; paint tool,general,economy
M0593,Bib tap (brass) 1/2 in,Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Bib tap (brass) 1/2 in,pcs,per_marla,0.15,standard,,,plumbing,fixture; fitting,washroom,economy
M0594,Stop cock (concealed) 1/2 in,Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Stop cock (concealed) 1/2 in,pcs,per_marla,0.12,standard,,,plumbing,fixture; fitting,washroom,economy
M0595,Wash basin waste coupling,Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Wash basin waste coupling,pcs,per_marla,0.1,standard,,,plumbing,fixture; fitting,washroom,economy
M0596,Bottle trap (SS),Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Bottle trap (SS),pcs,per_marla,0.1,standard,,,plumbing,fixture; fitting,washroom,economy
M0597,Toilet seat cover,Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Toilet seat cover,pcs,per_marla,0.08,standard,,,plumbing,fixture; fitting,washroom,economy
M0598,Geyser safety valve,Sanitary & Bathroom Fittings,Sanitary,Accessories,Bathroom/kitchen fixture accessory item.,Geyser safety valve,pcs,per_marla,0.04,standard,,,plumbing,fixture; fitting,washroom,economy
M0599,PVC (pressure) pipe 1/2 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1/2 in,ft,per_sqft,0.045,standard,,,plumbing,PVC; pipe,general,economy
M0600,PVC (pressure) fitting Elbow 90° 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0601,PVC (pressure) fitting Tee 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0602,PVC (pressure) fitting Socket 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0603,PVC (pressure) fitting Reducer 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0604,PVC (pressure) fitting Union 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0605,PVC (pressure) fitting End cap 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0606,PVC (pressure) fitting Ball valve 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1/2 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0607,PVC (pressure) pipe 3/4 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 3/4 in,ft,per_sqft,0.045,standard,,,plumbing,PVC; pipe,general,economy
M0608,PVC (pressure) fitting Elbow 90° 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0609,PVC (pressure) fitting Tee 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0610,PVC (pressure) fitting Socket 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0611,PVC (pressure) fitting Reducer 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0612,PVC (pressure) fitting Union 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0613,PVC (pressure) fitting End cap 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0614,PVC (pressure) fitting Ball valve 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 3/4 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0615,PVC (pressure) pipe 1 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1 in,ft,per_sqft,0.02,standard,,,plumbing,PVC; pipe,general,economy
M0616,PVC (pressure) fitting Elbow 90° 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0617,PVC (pressure) fitting Tee 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0618,PVC (pressure) fitting Socket 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0619,PVC (pressure) fitting Reducer 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0620,PVC (pressure) fitting Union 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0621,PVC (pressure) fitting End cap 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0622,PVC (pressure) fitting Ball valve 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0623,PVC (pressure) pipe 1.25 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1.25 in,ft,per_sqft,0.02,standard,,,plumbing,PVC; pipe,general,economy
M0624,PVC (pressure) fitting Elbow 90° 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0625,PVC (pressure) fitting Tee 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0626,PVC (pressure) fitting Socket 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0627,PVC (pressure) fitting Reducer 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0628,PVC (pressure) fitting Union 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0629,PVC (pressure) fitting End cap 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0630,PVC (pressure) fitting Ball valve 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.25 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0631,PVC (pressure) pipe 1.5 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1.5 in,ft,per_sqft,0.02,standard,,,plumbing,PVC; pipe,general,economy
M0632,PVC (pressure) fitting Elbow 90° 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0633,PVC (pressure) fitting Tee 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0634,PVC (pressure) fitting Socket 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0635,PVC (pressure) fitting Reducer 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0636,PVC (pressure) fitting Union 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0637,PVC (pressure) fitting End cap 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0638,PVC (pressure) fitting Ball valve 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 1.5 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0639,PVC (pressure) pipe 2 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 2 in,ft,per_sqft,0.02,standard,,,plumbing,PVC; pipe,general,economy
M0640,PVC (pressure) fitting Elbow 90° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; elbow,general,economy
M0641,PVC (pressure) fitting Tee 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; tee,general,economy
M0642,PVC (pressure) fitting Socket 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; socket,general,economy
M0643,PVC (pressure) fitting Reducer 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; reducer,general,economy
M0644,PVC (pressure) fitting Union 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; union,general,economy
M0645,PVC (pressure) fitting End cap 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,PVC; fitting; cap,general,economy
M0646,PVC (pressure) fitting Ball valve 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,PVC; 2 in,pcs,per_sqft,0.003,standard,,,plumbing,PVC; fitting; valve,general,economy
M0647,CPVC (hot water) pipe 1/2 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1/2 in,ft,per_sqft,0.045,standard,,,plumbing,CPVC; pipe,general,economy
M0648,CPVC (hot water) fitting Elbow 90° 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0649,CPVC (hot water) fitting Tee 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0650,CPVC (hot water) fitting Socket 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0651,CPVC (hot water) fitting Reducer 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0652,CPVC (hot water) fitting Union 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0653,CPVC (hot water) fitting End cap 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
M0654,CPVC (hot water) fitting Ball valve 1/2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1/2 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0655,CPVC (hot water) pipe 3/4 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 3/4 in,ft,per_sqft,0.045,standard,,,plumbing,CPVC; pipe,general,economy
M0656,CPVC (hot water) fitting Elbow 90° 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0657,CPVC (hot water) fitting Tee 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0658,CPVC (hot water) fitting Socket 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0659,CPVC (hot water) fitting Reducer 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0660,CPVC (hot water) fitting Union 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0661,CPVC (hot water) fitting End cap 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
